chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003704	-9	0	X	Y	0.229	-1.886759e-03	2.735272e-03	4.819647e-01	4.910078e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003705	-9	0	X	Y	0.229	-1.886759e-03	2.735272e-03	4.819647e-01	4.910078e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs30119082	132909694	0	X	Y	0.229	-1.886759e-03	2.735272e-03	4.819647e-01	4.910078e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs29869116	132914613	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003706	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003707	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003708	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003709	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003710	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003711	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003712	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003713	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003714	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003715	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003716	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003717	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003718	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003719	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003720	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003721	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003722	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003723	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003724	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003725	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003726	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003727	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003728	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003729	-9	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs31891030	133870730	0	X	Y	0.230	-1.941148e-03	2.728795e-03	4.836065e-01	4.775684e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003730	-9	0	X	Y	0.228	-1.411846e-03	2.717971e-03	4.746955e-01	6.039369e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs30562652	133877968	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs31889575	133936669	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003731	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003732	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003733	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003734	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003735	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003736	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003737	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003738	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003739	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003740	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003741	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003742	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003743	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003744	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003745	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003746	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003747	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003748	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003749	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003750	-9	0	X	Y	0.225	-1.850075e-05	2.741028e-03	4.869336e-01	9.946204e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003751	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs13479054	134449868	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs47262322	134453060	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003752	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003753	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003754	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003755	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003756	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003757	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003758	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003759	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs30453865	134546406	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003760	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003761	-9	0	X	Y	0.229	8.568669e-05	2.723342e-03	4.891584e-01	9.749264e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003762	-9	0	X	Y	0.231	1.357046e-04	2.730623e-03	4.919215e-01	9.604058e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003763	-9	0	X	Y	0.231	1.357046e-04	2.730623e-03	4.919215e-01	9.604058e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003764	-9	0	X	Y	0.231	1.357046e-04	2.730623e-03	4.919215e-01	9.604058e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs46210595	134573132	0	X	Y	0.231	1.357046e-04	2.730623e-03	4.919215e-01	9.604058e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003765	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003766	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs49232986	134598023	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003767	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003768	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003769	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003770	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003771	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003772	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003773	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003774	-9	0	X	Y	0.229	-4.644613e-04	2.705080e-03	4.758609e-01	8.638214e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003775	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs30514795	134621622	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
6	rs13479055	134621787	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003776	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003777	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003778	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003779	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003780	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003781	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003782	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003783	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003784	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003785	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003786	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003787	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003788	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003789	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003790	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003791	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003792	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000003793	-9	0	X	Y	0.227	1.312592e-04	2.719646e-03	4.896756e-01	9.615474e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
